RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_Name,RSO_MRP,Orbit_Identifier,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
FDU08,,High,0.027183141,EnviSAT,99.7042,OUT027,1985,MEO,Stealth_1,RSO_Type3,3868.9638
FDS52,8.89,Low,0.005474515,PROBA,99.7016,OUT046,1997,LEO,Stealth_1,RSO_Type1,1922.8304
DRE27,11.85,Low,0.222063351,Landsat,99.6726,OUT010,1998,,Stealth_1,RSO_Type4,195.7452
FDD58,7.76,Low,0.059594017,CBERS,99.67,OUT018,2009,MEO,Stealth_1,RSO_Type2,1897.53
FDJ56,8.985,Low,0.184440421,EnviSAT,99.67,OUT017,2007,,Stealth_1,RSO_Type1,3295.71
NCQ18,,Low,0.134418705,Corona,99.67,OUT027,1985,MEO,Stealth_1,RSO_Type3,2596.62
NCF07,9,Low,0.03201648,Corona,99.6016,OUT035,2004,LEO,Stealth_1,RSO_Type1,1922.8304
FDW21,5.34,Regular,0.005963881,CBERS,99.5358,OUT046,1997,LEO,Stealth_1,RSO_Type1,1407.5012
FDL10,8.395,Low,0.039653081,CBERS,99.5042,OUT018,2009,MEO,Stealth_1,RSO_Type2,1686.4714
FDL10,,Low,0.039300964,CBERS,99.5042,OUT027,1985,MEO,Stealth_1,RSO_Type3,1884.8798
FDE14,13.65,Regular,0.031573246,Pleiades,99.47,OUT018,2009,MEO,Stealth_2,RSO_Type2,299.61
FDU36,6.15,Low,0.046232445,EO-1,99.4384,OUT013,1987,GEO,Stealth_1,RSO_Type1,1379.5376
FDA23,9.8,Low,0.047178116,EO-1,99.4016,OUT035,2004,LEO,Stealth_1,RSO_Type1,2428.8384
NCO05,7.27,Low,0.046822808,Dove,99.3384,OUT017,2007,,Stealth_1,RSO_Type1,2759.0752
FDU36,6.15,Low,0.04627095,EO-1,99.3384,OUT046,1997,LEO,Stealth_1,RSO_Type1,2364.9216
FDI40,11.5,Regular,0.126114605,PROBA,99.3358,OUT018,2009,MEO,Stealth_1,RSO_Type2,804.2864
NCK53,11.6,Low,0.037793818,Dove,99.3042,OUT017,2007,,Stealth_1,RSO_Type1,2281.6966
FDS52,8.89,Low,0.005485618,PROBA,99.3016,OUT045,2002,,Stealth_1,RSO_Type1,607.2096
FDE14,13.65,Regular,0.031418984,Pleiades,99.27,OUT013,1987,GEO,Stealth_1,RSO_Type1,2596.62
FDX57,17.25,Regular,0.079113947,CBERS,99.2068,OUT010,1998,,Stealth_1,RSO_Type4,97.2068
FDX28,6.325,Low,0.125154452,PROBA,99.2042,OUT035,2004,LEO,Stealth_1,RSO_Type1,1388.8588
FDP60,17.35,Low,0.056005781,EO-1,99.2016,OUT049,1999,MEO,Stealth_1,RSO_Type1,1518.024
FDK08,9.195,Regular,0.122304725,EnviSAT,99.2016,OUT046,1997,LEO,Stealth_1,RSO_Type1,809.6128
FDL10,8.395,Low,0.039553606,CBERS,99.1042,OUT049,1999,MEO,Stealth_1,RSO_Type1,2579.3092
NCO41,12.5,Low,0.031549131,Dove,99.0384,OUT010,1998,,Stealth_1,RSO_Type4,197.0768
DRD27,18.75,Low,0.023974769,Landsat,99.0042,OUT017,2007,,Stealth_1,RSO_Type1,694.4294
NCH29,5.51,Low,0,Dove,98.9726,OUT018,2009,MEO,Stealth_1,RSO_Type2,1565.9616
FDU35,,Low,0.078831762,Quickbird,98.97,OUT027,1985,MEO,Stealth_1,RSO_Type3,3395.58
FDN13,18.6,Low,0.152294691,Worldview,98.9358,OUT049,1999,MEO,Stealth_1,RSO_Type1,1508.037
FDK60,16.5,Regular,0.094246644,EO-1,98.9068,OUT018,2009,MEO,Stealth_1,RSO_Type2,1749.7224
FDK15,,Low,0.097937252,Terra,98.9042,OUT027,1985,MEO,Stealth_2,RSO_Type3,4960.21
NCK53,11.6,Low,0.037581243,Dove,98.9042,OUT046,1997,LEO,Stealth_1,RSO_Type1,1488.063
FDE14,13.65,Regular,0.031494041,Pleiades,98.87,OUT049,1999,MEO,Stealth_1,RSO_Type1,2197.14
NCO41,12.5,Low,0.018887088,Dove,98.8384,OUT045,2002,,Stealth_1,RSO_Type1,1280.9992
FDU36,,Low,0.081014461,EO-1,98.8384,OUT019,1985,LEO,Stealth_0,RSO_Type4,492.692
FDW21,,Regular,0.005935001,CBERS,98.8358,OUT027,1985,MEO,Stealth_1,RSO_Type3,2010.716
FDR04,7.075,Low,0.022694623,PROBA,98.8068,OUT017,2007,,Stealth_1,RSO_Type1,2527.3768
NCD30,19.7,Low,0.026826919,Corona,98.7726,OUT013,1987,GEO,Stealth_1,RSO_Type1,1859.5794
FDE14,13.65,Regular,0.031508924,Pleiades,98.77,OUT045,2002,,Stealth_1,RSO_Type1,1697.79
FDD58,7.76,High,0.059472609,CBERS,98.77,OUT045,2002,,Stealth_1,RSO_Type1,1298.31
FDD58,7.76,Low,0.05930285,CBERS,98.77,OUT013,1987,GEO,Stealth_1,RSO_Type1,1697.79
FDJ56,,Low,0.182514881,EnviSAT,98.77,OUT027,1985,MEO,Stealth_1,RSO_Type3,2696.49
FDB49,8.3,Regular,0.030151351,EO-1,98.7384,OUT046,1997,LEO,Stealth_1,RSO_Type1,492.692
FDV12,16.7,Regular,0.06082402,EO-1,98.7384,OUT013,1987,GEO,Stealth_1,RSO_Type1,1773.6912
FDZ47,20.7,Regular,0,EO-1,98.7042,OUT017,2007,,Stealth_1,RSO_Type1,1884.8798
FDL10,8.395,Low,0,CBERS,98.7042,OUT013,1987,GEO,Stealth_1,RSO_Type1,892.8378
FDH17,16.2,Regular,0.016747538,PROBA,98.6726,OUT017,2007,,Stealth_1,RSO_Type1,1272.3438
FDQ48,14.3,Regular,0.034411238,EO-1,98.6726,OUT046,1997,LEO,Stealth_1,RSO_Type1,782.9808
NCO05,7.27,Low,0.046653872,Dove,98.6384,OUT045,2002,,Stealth_1,RSO_Type1,1970.768
FDH47,13.5,Regular,0.21561193,RapidEye,98.6068,OUT010,1998,,Stealth_1,RSO_Type4,97.2068
FDR04,,Low,0.022457694,PROBA,98.6068,OUT027,1985,MEO,Stealth_1,RSO_Type3,2430.17
FDH31,12,Regular,0.020411155,Terra,98.6042,OUT046,1997,LEO,Stealth_1,RSO_Type1,1091.2462
NCH29,5.51,Low,0.034668802,Dove,98.5726,OUT017,2007,,Stealth_1,RSO_Type1,1761.7068
NCQ18,15.75,Low,0.13504726,Corona,98.57,OUT035,2004,LEO,Stealth_1,RSO_Type1,2496.75
NCN30,16.35,Low,0.016989991,Corona,98.541,OUT035,2004,LEO,Stealth_1,RSO_Type1,772.328
FDB49,8.3,Regular,0.030274175,EO-1,98.5384,OUT018,2009,MEO,Stealth_1,RSO_Type2,1872.2296
FDB49,,Regular,0.052791124,EO-1,98.5384,OUT019,1985,LEO,Stealth_0,RSO_Type4,591.2304
FDN13,18.6,Low,0.152366659,Worldview,98.5358,OUT045,2002,,Stealth_1,RSO_Type1,1306.9654
FDN13,,Low,0.266234421,Worldview,98.5358,OUT019,1985,LEO,Stealth_0,RSO_Type4,402.1432
FDH20,16.1,Regular,0,EnviSAT,98.441,OUT017,2007,,Stealth_1,RSO_Type1,868.869
FDA50,,Low,0.152632413,Landsat,98.441,OUT019,1985,LEO,Stealth_0,RSO_Type4,96.541
NCO05,7.27,Low,0.046631836,Dove,98.4384,OUT049,1999,MEO,Stealth_1,RSO_Type1,1576.6144
FDH47,13.5,Regular,0.129016487,RapidEye,98.4068,OUT049,1999,MEO,Stealth_1,RSO_Type1,1846.9292
NCK53,11.6,Low,0.037639672,Dove,98.4042,OUT049,1999,MEO,Stealth_1,RSO_Type1,1388.8588
FDK15,10.8,Low,0.164724567,Terra,98.4042,OUT010,1998,,Stealth_1,RSO_Type4,99.2042
FDA50,16.25,Low,0.087175137,Landsat,98.341,OUT046,1997,LEO,Stealth_1,RSO_Type1,1351.574
FDK15,10.8,Low,0.098566832,Terra,98.3042,OUT049,1999,MEO,Stealth_1,RSO_Type1,1488.063
DRD27,,Low,0.041740624,Landsat,98.3042,OUT019,1985,LEO,Stealth_0,RSO_Type4,198.4084
FDU35,6.44,Low,0,Quickbird,98.27,OUT046,1997,LEO,Stealth_1,RSO_Type1,2396.88
FDZ21,17.6,Regular,0.039214444,CBERS,98.241,OUT035,2004,LEO,Stealth_1,RSO_Type1,1930.82
FDH32,,Low,0.075691713,EnviSAT,98.241,OUT027,1985,MEO,Stealth_1,RSO_Type3,2220.443
FDL40,,Low,0,PROBA,98.241,OUT019,1985,LEO,Stealth_0,RSO_Type4,289.623
FDB49,8.3,Regular,0.030198228,EO-1,98.2384,OUT049,1999,MEO,Stealth_1,RSO_Type1,2167.8448
FDH31,,Regular,0,Terra,98.2042,OUT019,1985,LEO,Stealth_0,RSO_Type4,198.4084
FDK15,,Low,0.172309903,Terra,98.2042,OUT019,1985,LEO,Stealth_0,RSO_Type4,198.4084
FDQ48,14.3,Regular,0.034551415,EO-1,98.1726,OUT018,2009,MEO,Stealth_1,RSO_Type2,685.1082
FDZ02,6.905,Regular,0.038363204,Landsat,98.1726,OUT017,2007,,Stealth_1,RSO_Type1,587.2356
FDQ48,14.3,Regular,0.034404732,EO-1,98.1726,OUT035,2004,LEO,Stealth_1,RSO_Type1,489.363
NCD30,,Low,0,Corona,98.1726,OUT027,1985,MEO,Stealth_0,RSO_Type3,978.726
FDX37,16.2,Low,0.063385859,Pleiades,98.17,OUT017,2007,,Stealth_1,RSO_Type1,2696.49
FDU35,6.44,Low,0.132590283,Quickbird,98.17,OUT010,1998,,Stealth_1,RSO_Type4,199.74
NCN30,16.35,Low,0.017062427,Corona,98.141,OUT018,2009,MEO,Stealth_1,RSO_Type2,1544.656
NCN30,16.35,Low,0.02844314,Corona,98.141,OUT010,1998,,Stealth_1,RSO_Type4,386.164
FDA50,,Low,0.086752988,Landsat,98.141,OUT027,1985,MEO,Stealth_1,RSO_Type3,1737.738
FDR04,7.075,Low,0.022602061,PROBA,98.1068,OUT049,1999,MEO,Stealth_1,RSO_Type1,1458.102
NCK53,11.6,Low,0.037734334,Dove,98.1042,OUT018,2009,MEO,Stealth_1,RSO_Type2,2678.5134
FDH31,,Regular,0.020312314,Terra,98.1042,OUT027,1985,MEO,Stealth_1,RSO_Type3,2777.7176
DRE27,11.85,Low,0.132939639,Landsat,98.0726,OUT045,2002,,Stealth_1,RSO_Type1,1761.7068
DRE27,11.85,Low,0.132876847,Landsat,98.0726,OUT049,1999,MEO,Stealth_1,RSO_Type1,1076.5986
FDZ21,17.6,Regular,0.039381633,CBERS,98.041,OUT018,2009,MEO,Stealth_1,RSO_Type2,675.787
FDB49,8.3,Regular,0.030212499,EO-1,98.0384,OUT045,2002,,Stealth_1,RSO_Type1,2857.6136
FDR04,7.075,Low,0,PROBA,98.0068,OUT018,2009,MEO,Stealth_1,RSO_Type2,874.8612
FDR04,7.075,Low,0.03777249,PROBA,98.0068,OUT010,1998,,Stealth_1,RSO_Type4,291.6204
FDH31,12,Regular,0.020442889,Terra,98.0042,OUT049,1999,MEO,Stealth_1,RSO_Type1,1587.2672
FDL10,8.395,Low,0.039484739,CBERS,97.9042,OUT035,2004,LEO,Stealth_1,RSO_Type1,1686.4714
DRD27,18.75,Low,0,Landsat,97.9042,OUT045,2002,,Stealth_1,RSO_Type1,1686.4714
FDT50,,Medium,0.107714834,Landsat,97.8752,OUT027,1985,MEO,Stealth_1,RSO_Type3,2109.2544
FDH20,16.1,Regular,0.024999711,EnviSAT,97.841,OUT045,2002,,Stealth_1,RSO_Type1,1255.033
FDU36,6.15,Low,0.046262201,EO-1,97.8384,OUT035,2004,LEO,Stealth_1,RSO_Type1,2069.3064
FDL40,17.7,Low,0.011603492,PROBA,97.741,OUT013,1987,GEO,Stealth_1,RSO_Type1,1158.492
FDC53,8.68,Low,0.01478914,PROBA,97.7384,OUT010,1998,,Stealth_1,RSO_Type4,98.5384
NCO05,7.27,Low,0.046520703,Dove,97.7384,OUT013,1987,GEO,Stealth_1,RSO_Type1,591.2304
FDV12,16.7,Regular,0.060863167,EO-1,97.6384,OUT035,2004,LEO,Stealth_1,RSO_Type1,2857.6136
FDB49,8.3,Regular,0.05046718,EO-1,97.6384,OUT010,1998,,Stealth_1,RSO_Type4,197.0768
DRD27,18.75,Low,0.023820082,Landsat,97.6042,OUT013,1987,GEO,Stealth_1,RSO_Type1,1488.063
FDY57,20.2,Regular,0.121231308,CBERS,97.5752,OUT035,2004,LEO,Stealth_1,RSO_Type1,1534.0032
FDZ02,,Regular,0.037962696,Landsat,97.5726,OUT027,1985,MEO,Stealth_0,RSO_Type3,978.726
FDH17,16.2,Regular,0.016650191,PROBA,97.4726,OUT035,2004,LEO,Stealth_1,RSO_Type1,1174.4712
NCN30,16.35,Low,0.016979063,Corona,97.441,OUT013,1987,GEO,Stealth_1,RSO_Type1,772.328
DRD27,18.75,Low,0.023876985,Landsat,97.4042,OUT049,1999,MEO,Stealth_1,RSO_Type1,2281.6966
FDY57,20.2,Medium,0.121153331,CBERS,97.3752,OUT013,1987,GEO,Stealth_1,RSO_Type1,958.752
FDH17,16.2,Regular,0.01665334,PROBA,97.3726,OUT046,1997,LEO,Stealth_1,RSO_Type1,2055.3246
FDH20,16.1,Regular,0.024987903,EnviSAT,97.341,OUT049,1999,MEO,Stealth_1,RSO_Type1,1255.033
FDZ21,17.6,Regular,0.039189221,CBERS,97.341,OUT013,1987,GEO,Stealth_1,RSO_Type1,965.41
FDU36,6.15,Low,0.046342889,EO-1,97.3384,OUT049,1999,MEO,Stealth_1,RSO_Type1,886.8456
FDR04,7.075,Low,0.022566975,PROBA,97.3068,OUT046,1997,LEO,Stealth_1,RSO_Type1,1263.6884
FDU08,10.3,Low,0.027426689,EnviSAT,97.3042,OUT018,2009,MEO,Stealth_1,RSO_Type2,694.4294
FDL10,8.395,Low,0.039492207,CBERS,97.3042,OUT046,1997,LEO,Stealth_1,RSO_Type1,1091.2462
FDZ02,6.905,Regular,0.063850971,Landsat,97.2726,OUT010,1998,,Stealth_1,RSO_Type4,195.7452
DRE27,11.85,Low,0.132560174,Landsat,97.2726,OUT013,1987,GEO,Stealth_1,RSO_Type1,782.9808
FDQ48,,Regular,0.034244601,EO-1,97.2726,OUT027,1985,MEO,Stealth_1,RSO_Type3,1957.452
FDH32,12.8,Low,0.076369874,EnviSAT,97.241,OUT018,2009,MEO,Stealth_1,RSO_Type2,1448.115
FDZ21,17.6,Regular,0.03922186,CBERS,97.241,OUT046,1997,LEO,Stealth_1,RSO_Type1,193.082
NCO05,,Low,0.046333982,Dove,97.2384,OUT027,1985,MEO,Stealth_1,RSO_Type3,2660.5368
FDZ47,20.7,Regular,0.07929647,EO-1,97.2042,OUT046,1997,LEO,Stealth_1,RSO_Type1,1686.4714
FDH20,16.1,Regular,0.025050746,EnviSAT,97.141,OUT018,2009,MEO,Stealth_1,RSO_Type2,1448.115
FDH32,12.8,Low,0.075996742,EnviSAT,97.141,OUT013,1987,GEO,Stealth_1,RSO_Type1,2799.689
FDH17,,Regular,0.029157849,PROBA,97.0726,OUT019,1985,LEO,Stealth_0,RSO_Type4,293.6178
FDK16,9.065,Low,0.115307979,PROBA,97.0094,OUT035,2004,LEO,Stealth_1,RSO_Type1,856.8846
NCR41,17.85,Low,0.01806055,Dove,97.0094,OUT045,2002,,Stealth_1,RSO_Type1,2094.6068
FDR07,,Low,0.077367431,EnviSAT,97.0094,OUT027,1985,MEO,Stealth_1,RSO_Type3,1808.9786
FDR04,7.075,Low,0.022612742,PROBA,97.0068,OUT045,2002,,Stealth_1,RSO_Type1,1944.136
FDX57,17.25,Regular,0.047266211,CBERS,97.0068,OUT046,1997,LEO,Stealth_1,RSO_Type1,1846.9292
FDY57,20.2,Regular,0.121748174,CBERS,96.9752,OUT018,2009,MEO,Stealth_1,RSO_Type2,1725.7536
FDT50,6.75,Regular,0.108458498,Landsat,96.9752,OUT045,2002,,Stealth_1,RSO_Type1,958.752
DRE27,11.85,Low,0.132645493,Landsat,96.9726,OUT035,2004,LEO,Stealth_1,RSO_Type1,1174.4712
FDH17,16.2,Regular,0.016687114,PROBA,96.9726,OUT045,2002,,Stealth_1,RSO_Type1,1076.5986
NCO41,,Low,0.018757586,Dove,96.9384,OUT027,1985,MEO,Stealth_1,RSO_Type3,2167.8448
NCR41,17.85,Low,0.018097419,Dove,96.9094,OUT018,2009,MEO,Stealth_1,RSO_Type2,1332.9316
FDZ51,11.3,Regular,0.054861393,Terra,96.9094,OUT017,2007,,Stealth_1,RSO_Type1,952.094
FDZ51,11.3,Regular,0.091310237,Terra,96.9094,OUT010,1998,,Stealth_1,RSO_Type4,190.4188
FDX57,17.25,Regular,0.047533568,CBERS,96.9068,OUT017,2007,,Stealth_1,RSO_Type1,1458.102
FDT50,6.75,Regular,0,Landsat,96.7752,OUT049,1999,MEO,Stealth_1,RSO_Type1,1342.2528
NCH29,5.51,Low,0.034467286,Dove,96.7726,OUT035,2004,LEO,Stealth_1,RSO_Type1,2642.5602
NCO41,12.5,Low,0.018845298,Dove,96.7384,OUT035,2004,LEO,Stealth_1,RSO_Type1,2759.0752
NCO41,12.5,Low,0.018848862,Dove,96.7384,OUT046,1997,LEO,Stealth_1,RSO_Type1,2167.8448
FDC53,,Low,0.008792907,PROBA,96.7384,OUT027,1985,MEO,Stealth_1,RSO_Type3,2956.152
DRN36,15.2,Low,0,Sentinel,96.6752,OUT046,1997,LEO,Stealth_1,RSO_Type1,479.376
NCI17,8.645,Low,0.143713508,Dove,96.641,OUT045,2002,,Stealth_1,RSO_Type1,868.869
NCN30,,High,0.016910914,Corona,96.641,OUT027,1985,MEO,Stealth_1,RSO_Type3,1544.656
NCR41,17.85,Low,0.018052019,Dove,96.6094,OUT049,1999,MEO,Stealth_1,RSO_Type1,856.8846
FDZ51,,Regular,0.054288646,Terra,96.6094,OUT027,1985,MEO,Stealth_1,RSO_Type3,2189.8162
FDQ48,14.3,Medium,0.034382602,EO-1,96.5726,OUT013,1987,GEO,Stealth_1,RSO_Type1,2251.0698
FDL40,17.7,Low,0.011660463,PROBA,96.541,OUT018,2009,MEO,Stealth_1,RSO_Type2,2220.443
FDH32,12.8,Low,0.076045655,EnviSAT,96.541,OUT035,2004,LEO,Stealth_1,RSO_Type1,3765.099
FDH32,12.8,Low,0.076214289,EnviSAT,96.541,OUT045,2002,,Stealth_1,RSO_Type1,1834.279
FDC53,8.68,Low,0.008835694,PROBA,96.5384,OUT046,1997,LEO,Stealth_1,RSO_Type1,1182.4608
FDD57,18.1,Low,0.022395357,EnviSAT,96.5094,OUT035,2004,LEO,Stealth_1,RSO_Type1,1332.9316
DRE27,11.85,Low,0.13267058,Landsat,96.4726,OUT046,1997,LEO,Stealth_1,RSO_Type1,978.726
NCS17,18.6,Low,0.080829372,Dove,96.4436,OUT018,2009,MEO,Stealth_1,RSO_Type2,2741.7644
FDX23,6.445,Low,0.029686148,EO-1,96.4436,OUT035,2004,LEO,Stealth_1,RSO_Type1,378.1744
FDC50,15.85,Low,0,Pleiades,96.4094,OUT035,2004,LEO,Stealth_1,RSO_Type1,1237.7222
FDH47,13.5,Regular,0.128816212,RapidEye,96.4068,OUT046,1997,LEO,Stealth_1,RSO_Type1,2527.3768
FDX57,,Regular,0.047037323,CBERS,96.4068,OUT027,1985,MEO,Stealth_1,RSO_Type3,2624.5836
FDT50,6.75,Regular,0.10821852,Landsat,96.3752,OUT035,2004,LEO,Stealth_1,RSO_Type1,1342.2528
FDH17,16.2,Regular,0.016679232,PROBA,96.3726,OUT049,1999,MEO,Stealth_1,RSO_Type1,2740.4328
NCI17,8.645,Low,0.143303291,Dove,96.341,OUT013,1987,GEO,Stealth_1,RSO_Type1,193.082
FDC50,15.85,Low,0.136497913,Pleiades,96.3094,OUT046,1997,LEO,Stealth_1,RSO_Type1,2856.282
FDZ51,11.3,Regular,0.054507422,Terra,96.3094,OUT013,1987,GEO,Stealth_1,RSO_Type1,666.4658
FDD57,18.1,Low,0.022434418,EnviSAT,96.2094,OUT049,1999,MEO,Stealth_1,RSO_Type1,952.094
FDR07,21.35,Low,0.130127365,EnviSAT,96.2094,OUT010,1998,,Stealth_1,RSO_Type4,190.4188
FDK60,16.5,Regular,0,EO-1,96.2068,OUT046,1997,LEO,Stealth_1,RSO_Type1,3013.4108
FDH47,13.5,Regular,0.128709014,RapidEye,96.1068,OUT013,1987,GEO,Stealth_1,RSO_Type1,1846.9292
NCD30,19.7,Low,0.026903714,Corona,96.0726,OUT045,2002,,Stealth_1,RSO_Type1,1272.3438
FDA50,16.25,Low,0.087102593,Landsat,96.041,OUT013,1987,GEO,Stealth_1,RSO_Type1,868.869
FDR07,21.35,Low,0.078060605,EnviSAT,96.0094,OUT018,2009,MEO,Stealth_1,RSO_Type2,380.8376
FDK16,9.065,Low,0.115563679,PROBA,96.0094,OUT045,2002,,Stealth_1,RSO_Type1,1713.7692
FDD57,18.1,Low,0.022399592,EnviSAT,96.0094,OUT046,1997,LEO,Stealth_1,RSO_Type1,1808.9786
DRN36,,Low,0.087854925,Sentinel,95.9752,OUT019,1985,LEO,Stealth_0,RSO_Type4,95.8752
FDQ48,14.3,Regular,0.034605882,EO-1,95.9726,OUT017,2007,,Stealth_1,RSO_Type1,2153.1972
FDD45,8.615,Low,0.116226984,EnviSAT,95.9436,OUT035,2004,LEO,Stealth_1,RSO_Type1,2741.7644
NCR41,17.85,Low,0.018023997,Dove,95.9094,OUT046,1997,LEO,Stealth_1,RSO_Type1,2285.0256
FDT47,,Regular,0.02439015,Quickbird,95.9068,OUT027,1985,MEO,Stealth_1,RSO_Type3,3207.8244
NCH29,5.51,Low,0.034445116,Dove,95.8726,OUT013,1987,GEO,Stealth_1,RSO_Type1,2153.1972
FDH17,16.2,Regular,0.016639482,PROBA,95.8726,OUT013,1987,GEO,Stealth_1,RSO_Type1,1076.5986
FDZ21,17.6,Regular,0.039443715,CBERS,95.841,OUT017,2007,,Stealth_1,RSO_Type1,1641.197
NCI17,8.645,Low,0.143422643,Dove,95.841,OUT046,1997,LEO,Stealth_1,RSO_Type1,2027.361
FDX57,17.25,Medium,0.047458754,CBERS,95.8068,OUT018,2009,MEO,Stealth_1,RSO_Type2,1263.6884
FDO27,,Regular,0.178210285,Terra,95.7752,OUT027,2009,MEO,Stealth_3,RSO_Type3,3930.8832
NCN30,16.35,High,0.016993204,Corona,95.741,OUT046,1997,LEO,Stealth_1,RSO_Type1,965.41
FDK60,16.5,Regular,0.093846532,EO-1,95.7068,OUT035,2004,LEO,Stealth_1,RSO_Type1,1069.2748
FDT47,5.26,Regular,0.02454694,Quickbird,95.7068,OUT049,1999,MEO,Stealth_1,RSO_Type1,1166.4816
FDR04,7.075,Low,0.022548195,PROBA,95.7068,OUT013,1987,GEO,Stealth_1,RSO_Type1,583.2408
FDE02,,Low,0.120663214,Pleiades,95.6778,OUT027,1985,MEO,Stealth_1,RSO_Type3,2910.2118
FDT50,6.75,Regular,0.108679906,Landsat,95.6752,OUT018,2009,LEO,Stealth_3,RSO_Type2,1246.3776
FDT50,6.75,Regular,0.108148913,Landsat,95.6752,OUT013,1987,GEO,Stealth_1,RSO_Type1,958.752
FDA11,7.75,High,0.043326511,EO-1,95.6436,OUT045,2002,,Stealth_1,RSO_Type1,1134.5232
FDN33,6.305,Regular,0.123115764,CBERS,95.6436,OUT046,1997,LEO,Stealth_1,RSO_Type1,661.8052
FDZ21,,Regular,0.039031927,CBERS,95.641,OUT027,1985,MEO,Stealth_1,RSO_Type3,1737.738
FDT47,5.26,Regular,0.02455854,Quickbird,95.6068,OUT045,2002,,Stealth_1,RSO_Type1,2332.9632
FDA50,16.25,Low,0.087310672,Landsat,95.541,OUT049,1999,MEO,Stealth_1,RSO_Type1,1544.656
FDL40,17.7,Low,0.019438042,PROBA,95.541,OUT010,1998,,Stealth_1,RSO_Type4,96.541
NCT54,8.695,Low,0.119721451,Corona,95.5094,OUT049,1999,MEO,Stealth_1,RSO_Type1,1237.7222
FDD57,18.1,Low,0.037492325,EnviSAT,95.5094,OUT010,1998,,Stealth_1,RSO_Type4,95.2094
FDX23,6.445,Low,0.029812714,EO-1,95.4436,OUT018,2009,LEO,Stealth_3,RSO_Type2,1229.0668
FDD45,8.615,Low,0.116722514,EnviSAT,95.4436,OUT018,2009,MEO,Stealth_1,RSO_Type2,567.2616
DRK01,7.63,Low,0.06105276,Sentinel,95.4436,OUT035,2004,LEO,Stealth_1,RSO_Type1,1418.154
NCI17,8.645,Low,0.1442339,Dove,95.441,OUT017,2007,,Stealth_2,RSO_Type1,3282.394
FDH20,16.1,Regular,0.024944396,EnviSAT,95.441,OUT035,2004,LEO,Stealth_1,RSO_Type1,2220.443
FDA50,16.25,High,0.145913308,Landsat,95.441,OUT010,1998,,Stealth_1,RSO_Type4,193.082
FDH47,13.5,Regular,0.128791854,RapidEye,95.4068,OUT035,2004,LEO,Stealth_1,RSO_Type1,1944.136
FDY57,20.2,Medium,0.121940099,CBERS,95.3752,OUT017,2007,,Stealth_1,RSO_Type1,1150.5024
DRN36,15.2,Low,0.050168354,Sentinel,95.3752,OUT035,2004,LEO,Stealth_1,RSO_Type1,1438.128
FDK16,9.065,Low,0.115799592,PROBA,95.3094,OUT018,2009,MEO,Stealth_1,RSO_Type2,1713.7692
FDO27,6.175,Regular,0.179806961,Terra,95.2752,OUT018,2009,MEO,Stealth_1,RSO_Type2,1534.0032
NCS17,18.6,Low,0.080956792,Dove,95.2436,OUT017,2007,,Stealth_1,RSO_Type1,1796.3284
NCM41,16.5,Low,0.035728302,Dove,95.212,OUT045,2002,,Stealth_1,RSO_Type1,838.908
FDH47,13.5,Medium,0.129077455,RapidEye,95.2068,OUT045,2002,,Stealth_1,RSO_Type1,583.2408
FDK60,16.5,Regular,0.094010215,EO-1,95.2068,OUT049,1999,MEO,Stealth_1,RSO_Type1,777.6544
FDX57,17.25,Regular,0,CBERS,95.2068,OUT013,1987,GEO,Stealth_1,RSO_Type1,2721.7904
FDA50,16.25,Low,0.087158654,Landsat,95.141,OUT035,2004,LEO,Stealth_1,RSO_Type1,2220.443
FDH32,12.8,Low,0.076060037,EnviSAT,95.141,OUT046,1997,LEO,Stealth_1,RSO_Type1,868.869
FDH20,16.1,Regular,0.024928351,EnviSAT,95.141,OUT013,1987,GEO,Stealth_1,RSO_Type1,3089.312
NCI17,,Low,0.142728113,Dove,95.141,OUT027,1985,MEO,Stealth_1,RSO_Type3,2510.066
FDY57,20.2,Regular,0.121500143,CBERS,95.0752,OUT045,2002,,Stealth_1,RSO_Type1,2588.6304
DRN36,,Low,0.049934854,Sentinel,95.0752,OUT027,1985,MEO,Stealth_1,RSO_Type3,2588.6304
FDX23,6.445,Low,0.049697923,EO-1,95.0436,OUT010,1998,,Stealth_1,RSO_Type4,94.5436
FDL40,17.7,Low,0.01161096,PROBA,95.041,OUT035,2004,LEO,Stealth_1,RSO_Type1,868.869
FDI58,7.64,Regular,0.071104408,CBERS,95.012,OUT017,2007,,Stealth_1,RSO_Type1,1864.24
FDU24,6.78,Regular,0,EO-1,95.012,OUT049,1999,MEO,Stealth_1,RSO_Type1,2050.664
FDD57,18.1,Low,0.022526293,EnviSAT,95.0094,OUT017,2007,,Stealth_1,RSO_Type1,1713.7692
FDO27,6.175,Regular,0,Terra,94.9752,OUT045,2002,,Stealth_1,RSO_Type1,1534.0032
FDY57,20.2,Regular,0.121442754,CBERS,94.9752,OUT049,1999,MEO,Stealth_1,RSO_Type1,1342.2528
FDX27,20.7,Medium,0.114294512,Landsat,94.9436,OUT049,1999,MEO,Stealth_1,RSO_Type1,1229.0668
FDA50,16.25,Low,0.087668236,Landsat,94.941,OUT017,2007,,Stealth_1,RSO_Type1,1737.738
