RSO_Identifier,RSO_Weight,RSO_Density,RSO_Visibility,RSO_MRP,Orbit_Establishment_Year,Orbit_Height,Stealth_Type,RSO_Type,Survivability
NCG18,15.3,1,0.02295878,101.6332,1987,3,2,1,1845.5976
FDJ27,17.7,2,0.122372504,101.5674,2009,2,2,2,1629.8784
FDK58,11.35,2,0.066366867,101.5016,1997,1,2,1,202.4032
FDX37,16.2,1,0.105498192,101.47,1998,1,2,4,399.48
NCU17,5.32,1,0.093027718,101.4674,1999,2,2,1,2954.1546
NCN17,11,1,0.054939029,101.4358,1997,1,2,1,1608.5728
FDJ36,14.5,2,0.128520186,101.4332,2002,1,2,1,1948.1308
FDP44,16.5,2,0.07964724,101.4332,1987,3,2,1,1948.1308
FDF02,16.2,1,0.103634038,101.399,1999,2,2,1,1031.99
FDN28,5.88,2,0.030247903,101.399,1997,1,2,1,2063.98
FDQ27,12.71467868,2,0.077480627,101.399,1985,1,1,4,206.398
NCQ18,15.75,1,0.134960397,101.37,1987,3,2,1,2097.27
FDP44,16.5,2,0.079713576,101.3332,1997,1,2,1,1537.998
NCO43,5.5,1,0.04709821,101.3016,1997,1,3,1,3339.6528
FDA23,12.71487079,1,0.046958533,101.3016,1985,2,2,3,2327.6368
FDF02,16.2,1,0.103894671,101.299,2009,2,2,2,1857.582
FDZ35,9.6,2,0.022323658,101.299,2002,1,2,1,1754.383
FDP57,17.5,1,0.052550476,101.299,2002,1,2,1,722.393
NCU17,5.32,1,0.093408695,101.2674,2007,1,2,1,2241.0828
FDD38,16.75,2,0.008184912,101.2674,1987,3,2,1,1528.011
NCK53,11.6,1,0.037549969,101.2042,1987,3,2,1,2281.6966
FDU08,10.3,1,0.027292686,101.2042,1987,3,2,1,396.8168
FDK08,12.71571918,2,0.121712459,101.2016,1985,2,2,3,2631.2416
FDZ39,19.7,2,0.018021361,101.199,2004,1,2,1,1857.582
FDA25,16.5,2,0.068125756,101.199,1997,1,2,1,1031.99
FDN13,18.6,3,0.151931742,101.1358,1987,3,2,1,1105.8938
FDM01,7.895,2,0.094952408,101.1332,2009,2,2,2,1332.9316
FDU08,10.3,1,0.027310252,101.0042,2004,1,2,1,1289.6546
FDK08,9.195,2,0.204713036,101.0016,1998,1,2,4,202.4032
FDK58,11.35,2,0.044945123,101.0016,1987,3,2,1,2631.2416
NCF07,12.71349534,1,0.031867464,101.0016,1985,2,2,3,2125.2336
NCU17,5.32,1,0.093261677,100.9674,2009,1,4,2,1222.4088
NCJ42,12.71712672,1,0.014232071,100.9332,1985,2,2,3,1743.0644
FDX28,6.325,1,0.125688044,100.9042,2009,2,2,2,2083.2882
FDL10,8.395,1,0.039572298,100.9042,2002,1,2,1,1686.4714
FDI40,11.5,2,0.125602951,100.8358,1997,1,2,1,2111.2518
NCJ42,19.75,1,0.014359584,100.8332,2009,2,2,2,1537.998
FDC09,15.5,2,0.026355345,100.8332,2002,1,2,1,1537.998
FDN46,7.21,2,0.144924795,100.8332,2002,1,2,1,1537.998
FDK15,10.8,1,0.098395216,100.8042,2004,1,2,1,1488.063
NCK53,12.72182849,1,0.06626514,100.8042,1985,2,2,3,3472.147
NCF07,9,1,0.032203667,100.8016,2007,1,2,1,1113.2176
FDJ56,12.72366371,1,0.32111501,100.77,1985,1,1,4,199.74
FDJ27,17.7,2,0.122123201,100.7674,2002,1,2,1,814.9392
FDM01,7.895,2,0.094488485,100.7332,1987,3,2,1,1230.3984
FDX28,12.72359082,1,0.066168225,100.7042,1985,2,2,3,3174.5344
FDD58,12.72359082,1,0.103918113,100.67,1985,1,1,4,399.48
NCU17,5.32,1,0.092865746,100.6674,2004,1,2,1,2648.5524
FDI40,11.5,2,0.126313413,100.6358,2007,1,2,1,2010.716
FDQ23,6.55,1,0.024521191,100.6332,2004,1,2,1,2665.8632
FDP44,16.5,2,0.079698503,100.6332,2004,1,2,1,1537.998
FDA23,9.8,1,0.047187038,100.6016,1997,1,2,1,1619.2256
FDX37,12.73049233,1,0.062724117,100.57,1985,2,3,3,5093.37
FDX37,16.2,1,0.066165013,100.57,1987,3,2,1,1398.18
FDU36,6.15,1,0.046459438,100.5384,2009,2,2,2,1675.1528
NCO05,7.27,1,0.046559448,100.5384,1997,1,2,1,2463.46
FDI40,11.5,3,0.125857678,100.5358,2002,1,2,1,2111.2518
FDN46,7.21,2,0.144856342,100.5332,1999,2,2,1,1127.8652
FDN46,7.21,2,0.144511119,100.5332,1987,3,2,1,2460.7968
FDK15,10.8,1,0.098814721,100.5042,2009,2,2,2,1884.8798
NCO43,5.5,1,0.047290068,100.5016,2009,2,2,2,1416.8224
FDS52,8.89,1,0.00547348,100.5016,2004,1,2,1,1315.6208
FDX37,16.2,1,0.063127333,100.47,1999,2,2,1,1597.92
NCO05,7.27,1,0.046749112,100.4384,2009,2,2,2,1970.768
FDW21,5.34,2,0.005997615,100.4358,2007,1,2,1,1508.037
NCK53,11.6,1,0.062903297,100.4042,1998,1,2,4,595.2252
NCQ18,15.75,1,0.135836828,100.37,2007,1,2,1,1298.31
FDX37,16.2,1,0.063017421,100.37,2004,1,2,1,998.7
FDD38,12.74936939,2,0.066146571,100.3674,1985,2,2,3,1833.6132
NCN17,11,1,0.055162827,100.3358,2009,2,2,2,904.8222
FDP60,12.7502419,1,0.055648052,100.3016,1985,2,2,3,2833.6448
FDJ56,8.985,3,0.183688161,100.27,1999,2,2,1,998.7
FDD38,16.75,2,0.013711274,100.2674,1998,1,2,4,203.7348
NCO41,12.5,1,0.018955479,100.1384,2007,1,2,1,2167.8448
FDU36,12.75024975,1,0.066175225,100.1384,1985,2,2,3,2956.152
FDL10,8.395,1,0.039715591,100.1042,2007,1,2,1,1289.6546
FDZ47,20.7,2,0.079281476,100.1042,2004,1,2,1,892.8378
FDK08,9.195,2,0.122802943,100.1016,2009,2,2,2,1113.2176
FDK08,9.195,2,0.122494876,100.1016,1999,2,2,1,1416.8224
NCO43,5.5,1,0.047059016,100.1016,1987,3,2,1,2125.2336
FDK08,9.195,2,0.122202946,100.1016,1987,3,2,1,1619.2256
FDE14,13.65,2,0.031439206,100.07,2004,1,2,1,2596.62
FDV12,16.7,2,0.061122656,100.0384,2009,2,4,2,2463.46
FDV12,16.7,2,0.06121901,100.0384,2007,1,2,1,1970.768
FDC53,8.68,1,0.008834023,100.0384,2004,1,2,1,2266.3832
NCK53,11.6,1,0.037574137,100.0042,2004,1,2,1,2976.126
FDK58,11.35,2,0.045165796,100.0016,2009,2,2,2,1012.016
NCO43,5.5,1,0.047364617,100.0016,2007,1,2,1,708.4112
FDC53,8.68,1,0.008828341,99.9384,1987,3,2,1,689.7688
FDN13,18.6,1,0.152058281,99.9358,1997,1,2,1,201.0716
FDH31,12,2,0.020407296,99.9042,2004,1,2,1,595.2252
FDZ47,12.75949648,2,0.078912473,99.9042,1985,2,2,3,3273.7386
FDZ02,6.905,2,0.03822479,99.8726,2002,1,2,1,587.2356
FDU35,6.44,1,0.066230163,99.87,2002,1,2,1,1498.05
FDM51,11.8,2,0.026072872,99.8674,2007,1,2,1,1018.674
FDD38,16.75,2,0.008204465,99.8674,1999,2,2,1,2342.9502
FDN13,18.6,1,0.152918384,99.8358,2007,1,2,1,1910.1802
FDZ47,20.7,2,0.079419755,99.8042,1999,2,2,1,1488.063
FDP60,17.35,1,0.055908268,99.8016,2004,1,2,1,607.2096
NCH29,5.51,1,0.034543718,99.7726,2002,1,2,1,978.726
FDD58,7.76,1,0.059341019,99.77,2004,1,2,1,798.96
FDC53,8.68,1,0.008871687,99.7384,2009,2,3,2,295.6152
FDI40,11.5,2,0.125579201,99.7358,2004,1,2,1,1105.8938
FDU08,12.76372911,3,0.027183141,99.7042,1985,2,2,3,3868.9638
FDS52,8.89,1,0.005474515,99.7016,1997,1,2,1,1922.8304
DRE27,11.85,1,0.222063351,99.6726,1998,1,2,4,195.7452
FDD58,7.76,1,0.059594017,99.67,2009,2,2,2,1897.53
FDJ56,8.985,1,0.184440421,99.67,2007,1,2,1,3295.71
NCQ18,12.7706139,1,0.134418705,99.67,1985,2,2,3,2596.62
NCF07,9,1,0.03201648,99.6016,2004,1,2,1,1922.8304
FDW21,5.34,2,0.005963881,99.5358,1997,1,2,1,1407.5012
FDL10,8.395,1,0.039653081,99.5042,2009,2,2,2,1686.4714
FDL10,12.77852896,1,0.039300964,99.5042,1985,2,2,3,1884.8798
FDE14,13.65,2,0.031573246,99.47,2009,2,3,2,299.61
FDU36,6.15,1,0.046232445,99.4384,1987,3,2,1,1379.5376
FDA23,9.8,1,0.047178116,99.4016,2004,1,2,1,2428.8384
NCO05,7.27,1,0.046822808,99.3384,2007,1,2,1,2759.0752
FDU36,6.15,1,0.04627095,99.3384,1997,1,2,1,2364.9216
FDI40,11.5,2,0.126114605,99.3358,2009,2,2,2,804.2864
NCK53,11.6,1,0.037793818,99.3042,2007,1,2,1,2281.6966
FDS52,8.89,1,0.005485618,99.3016,2002,1,2,1,607.2096
FDE14,13.65,2,0.031418984,99.27,1987,3,2,1,2596.62
FDX57,17.25,2,0.079113947,99.2068,1998,1,2,4,97.2068
FDX28,6.325,1,0.125154452,99.2042,2004,1,2,1,1388.8588
FDP60,17.35,1,0.056005781,99.2016,1999,2,2,1,1518.024
FDK08,9.195,2,0.122304725,99.2016,1997,1,2,1,809.6128
FDL10,8.395,1,0.039553606,99.1042,1999,2,2,1,2579.3092
NCO41,12.5,1,0.031549131,99.0384,1998,1,2,4,197.0768
DRD27,18.75,1,0.023974769,99.0042,2007,1,2,1,694.4294
NCH29,5.51,1,0.066308705,98.9726,2009,2,2,2,1565.9616
FDU35,12.79559713,1,0.078831762,98.97,1985,2,2,3,3395.58
FDN13,18.6,1,0.152294691,98.9358,1999,2,2,1,1508.037
FDK60,16.5,2,0.094246644,98.9068,2009,2,2,2,1749.7224
FDK15,12.79071832,1,0.097937252,98.9042,1985,2,3,3,4960.21
NCK53,11.6,1,0.037581243,98.9042,1997,1,2,1,1488.063
FDE14,13.65,2,0.031494041,98.87,1999,2,2,1,2197.14
NCO41,12.5,1,0.018887088,98.8384,2002,1,2,1,1280.9992
FDU36,12.79103803,1,0.081014461,98.8384,1985,1,1,4,492.692
FDW21,12.79103803,2,0.005935001,98.8358,1985,2,2,3,2010.716
FDR04,7.075,1,0.022694623,98.8068,2007,1,2,1,2527.3768
NCD30,19.7,1,0.026826919,98.7726,1987,3,2,1,1859.5794
FDE14,13.65,2,0.031508924,98.77,2002,1,2,1,1697.79
FDD58,7.76,3,0.059472609,98.77,2002,1,2,1,1298.31
FDD58,7.76,1,0.05930285,98.77,1987,3,2,1,1697.79
FDJ56,12.79516486,1,0.182514881,98.77,1985,2,2,3,2696.49
FDB49,8.3,2,0.030151351,98.7384,1997,1,2,1,492.692
FDV12,16.7,2,0.06082402,98.7384,1987,3,2,1,1773.6912
FDZ47,20.7,2,0.066360416,98.7042,2007,1,2,1,1884.8798
FDL10,8.395,1,0.066388547,98.7042,1987,3,2,1,892.8378
FDH17,16.2,2,0.016747538,98.6726,2007,1,2,1,1272.3438
FDQ48,14.3,2,0.034411238,98.6726,1997,1,2,1,782.9808
NCO05,7.27,1,0.046653872,98.6384,2002,1,2,1,1970.768
FDH47,13.5,2,0.21561193,98.6068,1998,1,2,4,97.2068
FDR04,12.79361097,1,0.022457694,98.6068,1985,2,2,3,2430.17
FDH31,12,2,0.020411155,98.6042,1997,1,2,1,1091.2462
NCH29,5.51,1,0.034668802,98.5726,2007,1,2,1,1761.7068
NCQ18,15.75,1,0.13504726,98.57,2004,1,2,1,2496.75
NCN30,16.35,1,0.016989991,98.541,2004,1,2,1,772.328
FDB49,8.3,2,0.030274175,98.5384,2009,2,2,2,1872.2296
FDB49,12.79675311,2,0.052791124,98.5384,1985,1,1,4,591.2304
FDN13,18.6,1,0.152366659,98.5358,2002,1,2,1,1306.9654
FDN13,12.79374157,1,0.266234421,98.5358,1985,1,1,4,402.1432
FDH20,16.1,2,0.06633941,98.441,2007,1,2,1,868.869
FDA50,12.79202492,1,0.152632413,98.441,1985,1,1,4,96.541
NCO05,7.27,1,0.046631836,98.4384,1999,2,2,1,1576.6144
FDH47,13.5,2,0.129016487,98.4068,1999,2,2,1,1846.9292
NCK53,11.6,1,0.037639672,98.4042,1999,2,2,1,1388.8588
FDK15,10.8,1,0.164724567,98.4042,1998,1,2,4,99.2042
FDA50,16.25,1,0.087175137,98.341,1997,1,2,1,1351.574
FDK15,10.8,1,0.098566832,98.3042,1999,2,2,1,1488.063
DRD27,12.79542708,1,0.041740624,98.3042,1985,1,1,4,198.4084
FDU35,6.44,1,0.066270457,98.27,1997,1,2,1,2396.88
FDZ21,17.6,2,0.039214444,98.241,2004,1,2,1,1930.82
FDH32,12.79623566,1,0.075691713,98.241,1985,2,2,3,2220.443
FDL40,12.79623566,1,0.066306422,98.241,1985,1,1,4,289.623
FDB49,8.3,2,0.030198228,98.2384,1999,2,2,1,2167.8448
FDH31,12.79858112,2,0.066350358,98.2042,1985,1,1,4,198.4084
FDK15,12.79858112,1,0.172309903,98.2042,1985,1,1,4,198.4084
FDQ48,14.3,2,0.034551415,98.1726,2009,2,2,2,685.1082
FDZ02,6.905,2,0.038363204,98.1726,2007,1,2,1,587.2356
FDQ48,14.3,2,0.034404732,98.1726,2004,1,2,1,489.363
NCD30,12.80009143,1,0.066372766,98.1726,1985,2,1,3,978.726
FDX37,16.2,1,0.063385859,98.17,2007,1,2,1,2696.49
FDU35,6.44,1,0.132590283,98.17,1998,1,2,4,199.74
NCN30,16.35,1,0.017062427,98.141,2009,2,2,2,1544.656
NCN30,16.35,1,0.02844314,98.141,1998,1,2,4,386.164
FDA50,12.79792408,1,0.086752988,98.141,1985,2,2,3,1737.738
FDR04,7.075,1,0.022602061,98.1068,1999,2,2,1,1458.102
NCK53,11.6,1,0.037734334,98.1042,2009,2,2,2,2678.5134
FDH31,12.80155136,2,0.020312314,98.1042,1985,2,2,3,2777.7176
DRE27,11.85,1,0.132939639,98.0726,2002,1,2,1,1761.7068
DRE27,11.85,1,0.132876847,98.0726,1999,2,2,1,1076.5986
FDZ21,17.6,2,0.039381633,98.041,2009,2,2,2,675.787
FDB49,8.3,2,0.030212499,98.0384,2002,1,2,1,2857.6136
FDR04,7.075,1,0.066424021,98.0068,2009,2,2,2,874.8612
FDR04,7.075,1,0.03777249,98.0068,1998,1,2,4,291.6204
FDH31,12,2,0.020442889,98.0042,1999,2,2,1,1587.2672
FDL10,8.395,1,0.039484739,97.9042,2004,1,2,1,1686.4714
DRD27,18.75,1,0.066496778,97.9042,2002,1,2,1,1686.4714
FDT50,12.80803844,3,0.107714834,97.8752,1985,2,2,3,2109.2544
FDH20,16.1,2,0.024999711,97.841,2002,1,2,1,1255.033
FDU36,6.15,1,0.046262201,97.8384,2004,1,2,1,2069.3064
FDL40,17.7,1,0.011603492,97.741,1987,3,2,1,1158.492
FDC53,8.68,1,0.01478914,97.7384,1998,1,2,4,98.5384
NCO05,7.27,1,0.046520703,97.7384,1987,3,2,1,591.2304
FDV12,16.7,2,0.060863167,97.6384,2004,1,2,1,2857.6136
FDB49,8.3,2,0.05046718,97.6384,1998,1,2,4,197.0768
DRD27,18.75,1,0.023820082,97.6042,1987,3,2,1,1488.063
FDY57,20.2,2,0.121231308,97.5752,2004,1,2,1,1534.0032
FDZ02,12.8056164,2,0.037962696,97.5726,1985,2,1,3,978.726
FDH17,16.2,2,0.016650191,97.4726,2004,1,2,1,1174.4712
NCN30,16.35,1,0.016979063,97.441,1987,3,2,1,772.328
DRD27,18.75,1,0.023876985,97.4042,1999,2,2,1,2281.6966
FDY57,20.2,3,0.121153331,97.3752,1987,3,2,1,958.752
FDH17,16.2,2,0.01665334,97.3726,1997,1,2,1,2055.3246
FDH20,16.1,2,0.024987903,97.341,1999,2,2,1,1255.033
FDZ21,17.6,2,0.039189221,97.341,1987,3,2,1,965.41
FDU36,6.15,1,0.046342889,97.3384,1999,2,2,1,886.8456
FDR04,7.075,1,0.022566975,97.3068,1997,1,2,1,1263.6884
FDU08,10.3,1,0.027426689,97.3042,2009,2,2,2,694.4294
FDL10,8.395,1,0.039492207,97.3042,1997,1,2,1,1091.2462
FDZ02,6.905,2,0.063850971,97.2726,1998,1,2,4,195.7452
DRE27,11.85,1,0.132560174,97.2726,1987,3,2,1,782.9808
FDQ48,12.80263186,2,0.034244601,97.2726,1985,2,2,3,1957.452
FDH32,12.8,1,0.076369874,97.241,2009,2,2,2,1448.115
FDZ21,17.6,2,0.03922186,97.241,1997,1,2,1,193.082
NCO05,12.80007467,1,0.046333982,97.2384,1985,2,2,3,2660.5368
FDZ47,20.7,2,0.07929647,97.2042,1997,1,2,1,1686.4714
FDH20,16.1,2,0.025050746,97.141,2009,2,2,2,1448.115
FDH32,12.8,1,0.075996742,97.141,1987,3,2,1,2799.689
FDH17,12.79409188,2,0.029157849,97.0726,1985,1,1,4,293.6178
FDK16,9.065,1,0.115307979,97.0094,2004,1,2,1,856.8846
NCR41,17.85,1,0.01806055,97.0094,2002,1,2,1,2094.6068
FDR07,12.79338235,1,0.077367431,97.0094,1985,2,2,3,1808.9786
FDR04,7.075,1,0.022612742,97.0068,2002,1,2,1,1944.136
FDX57,17.25,2,0.047266211,97.0068,1997,1,2,1,1846.9292
FDY57,20.2,2,0.121748174,96.9752,2009,2,2,2,1725.7536
FDT50,6.75,2,0.108458498,96.9752,2002,1,2,1,958.752
DRE27,11.85,1,0.132645493,96.9726,2004,1,2,1,1174.4712
FDH17,16.2,2,0.016687114,96.9726,2002,1,2,1,1076.5986
NCO41,12.79200644,1,0.018757586,96.9384,1985,2,2,3,2167.8448
NCR41,17.85,1,0.018097419,96.9094,2009,2,2,2,1332.9316
FDZ51,11.3,2,0.054861393,96.9094,2007,1,2,1,952.094
FDZ51,11.3,2,0.091310237,96.9094,1998,1,2,4,190.4188
FDX57,17.25,2,0.047533568,96.9068,2007,1,2,1,1458.102
FDT50,6.75,2,0.066802259,96.7752,1999,2,2,1,1342.2528
NCH29,5.51,1,0.034467286,96.7726,2004,1,2,1,2642.5602
NCO41,12.5,1,0.018845298,96.7384,2004,1,2,1,2759.0752
NCO41,12.5,1,0.018848862,96.7384,1997,1,2,1,2167.8448
FDC53,12.7959806,1,0.008792907,96.7384,1985,2,2,3,2956.152
DRN36,15.2,1,0.06691438,96.6752,1997,1,2,1,479.376
NCI17,8.645,1,0.143713508,96.641,2002,1,2,1,868.869
NCN30,12.79692287,3,0.016910914,96.641,1985,2,2,3,1544.656
NCR41,17.85,1,0.018052019,96.6094,1999,2,2,1,856.8846
FDZ51,12.7941959,2,0.054288646,96.6094,1985,2,2,3,2189.8162
FDQ48,14.3,3,0.034382602,96.5726,1987,3,2,1,2251.0698
FDL40,17.7,1,0.011660463,96.541,2009,2,2,2,2220.443
FDH32,12.8,1,0.076045655,96.541,2004,1,2,1,3765.099
FDH32,12.8,1,0.076214289,96.541,2002,1,2,1,1834.279
FDC53,8.68,1,0.008835694,96.5384,1997,1,2,1,1182.4608
FDD57,18.1,1,0.022395357,96.5094,2004,1,2,1,1332.9316
DRE27,11.85,1,0.13267058,96.4726,1997,1,2,1,978.726
NCS17,18.6,1,0.080829372,96.4436,2009,2,2,2,2741.7644
FDX23,6.445,1,0.029686148,96.4436,2004,1,2,1,378.1744
FDC50,15.85,1,0.067017418,96.4094,2004,1,2,1,1237.7222
FDH47,13.5,2,0.128816212,96.4068,1997,1,2,1,2527.3768
FDX57,12.78882736,2,0.047037323,96.4068,1985,2,2,3,2624.5836
FDT50,6.75,2,0.10821852,96.3752,2004,1,2,1,1342.2528
FDH17,16.2,2,0.016679232,96.3726,1999,2,2,1,2740.4328
NCI17,8.645,1,0.143303291,96.341,1987,3,2,1,193.082
FDC50,15.85,1,0.136497913,96.3094,1997,1,2,1,2856.282
FDZ51,11.3,2,0.054507422,96.3094,1987,3,2,1,666.4658
FDD57,18.1,1,0.022434418,96.2094,1999,2,2,1,952.094
FDR07,21.35,1,0.130127365,96.2094,1998,1,2,4,190.4188
FDK60,16.5,2,0.066964822,96.2068,1997,1,2,1,3013.4108
FDH47,13.5,2,0.128709014,96.1068,1987,3,2,1,1846.9292
NCD30,19.7,1,0.026903714,96.0726,2002,1,2,1,1272.3438
FDA50,16.25,1,0.087102593,96.041,1987,3,2,1,868.869
FDR07,21.35,1,0.078060605,96.0094,2009,2,2,2,380.8376
FDK16,9.065,1,0.115563679,96.0094,2002,1,2,1,1713.7692
FDD57,18.1,1,0.022399592,96.0094,1997,1,2,1,1808.9786
DRN36,12.77043764,1,0.087854925,95.9752,1985,1,1,4,95.8752
FDQ48,14.3,2,0.034605882,95.9726,2007,1,2,1,2153.1972
FDD45,8.615,1,0.116226984,95.9436,2004,1,2,1,2741.7644
NCR41,17.85,1,0.018023997,95.9094,1997,1,2,1,2285.0256
FDT47,12.76909315,2,0.02439015,95.9068,1985,2,2,3,3207.8244
NCH29,5.51,1,0.034445116,95.8726,1987,3,2,1,2153.1972
FDH17,16.2,2,0.016639482,95.8726,1987,3,2,1,1076.5986
FDZ21,17.6,2,0.039443715,95.841,2007,1,2,1,1641.197
NCI17,8.645,1,0.143422643,95.841,1997,1,2,1,2027.361
FDX57,17.25,3,0.047458754,95.8068,2009,2,2,2,1263.6884
FDO27,12.76834615,2,0.178210285,95.7752,2009,2,4,3,3930.8832
NCN30,16.35,3,0.016993204,95.741,1997,1,2,1,965.41
FDK60,16.5,2,0.093846532,95.7068,2004,1,2,1,1069.2748
FDT47,5.26,2,0.02454694,95.7068,1999,2,2,1,1166.4816
FDR04,7.075,1,0.022548195,95.7068,1987,3,2,1,583.2408
FDE02,12.77158866,1,0.120663214,95.6778,1985,2,2,3,2910.2118
FDT50,6.75,2,0.108679906,95.6752,2009,1,4,2,1246.3776
FDT50,6.75,2,0.108148913,95.6752,1987,3,2,1,958.752
FDA11,7.75,3,0.043326511,95.6436,2002,1,2,1,1134.5232
FDN33,6.305,2,0.123115764,95.6436,1997,1,2,1,661.8052
FDZ21,12.78457506,2,0.039031927,95.641,1985,2,2,3,1737.738
FDT47,5.26,2,0.02455854,95.6068,2002,1,2,1,2332.9632
FDA50,16.25,1,0.087310672,95.541,1999,2,2,1,1544.656
FDL40,17.7,1,0.019438042,95.541,1998,1,2,4,96.541
NCT54,8.695,1,0.119721451,95.5094,1999,2,2,1,1237.7222
FDD57,18.1,1,0.037492325,95.5094,1998,1,2,4,95.2094
FDX23,6.445,1,0.029812714,95.4436,2009,1,4,2,1229.0668
FDD45,8.615,1,0.116722514,95.4436,2009,2,2,2,567.2616
DRK01,7.63,1,0.06105276,95.4436,2004,1,2,1,1418.154
NCI17,8.645,1,0.1442339,95.441,2007,1,3,1,3282.394
FDH20,16.1,2,0.024944396,95.441,2004,1,2,1,2220.443
FDA50,16.25,3,0.145913308,95.441,1998,1,2,4,193.082
FDH47,13.5,2,0.128791854,95.4068,2004,1,2,1,1944.136
FDY57,20.2,3,0.121940099,95.3752,2007,1,2,1,1150.5024
DRN36,15.2,1,0.050168354,95.3752,2004,1,2,1,1438.128
FDK16,9.065,1,0.115799592,95.3094,2009,2,2,2,1713.7692
FDO27,6.175,2,0.179806961,95.2752,2009,2,2,2,1534.0032
NCS17,18.6,1,0.080956792,95.2436,2007,1,2,1,1796.3284
NCM41,16.5,1,0.035728302,95.212,2002,1,2,1,838.908
FDH47,13.5,3,0.129077455,95.2068,2002,1,2,1,583.2408
FDK60,16.5,2,0.094010215,95.2068,1999,2,2,1,777.6544
FDX57,17.25,2,0.06676641,95.2068,1987,3,2,1,2721.7904
FDA50,16.25,1,0.087158654,95.141,2004,1,2,1,2220.443
FDH32,12.8,1,0.076060037,95.141,1997,1,2,1,868.869
FDH20,16.1,2,0.024928351,95.141,1987,3,2,1,3089.312
NCI17,12.77646532,1,0.142728113,95.141,1985,2,2,3,2510.066
FDY57,20.2,2,0.121500143,95.0752,2002,1,2,1,2588.6304
DRN36,12.77231114,1,0.049934854,95.0752,1985,2,2,3,2588.6304
FDX23,6.445,1,0.049697923,95.0436,1998,1,2,4,94.5436
FDL40,17.7,1,0.01161096,95.041,2004,1,2,1,868.869
FDI58,7.64,2,0.071104408,95.012,2007,1,2,1,1864.24
FDU24,6.78,2,0.066781555,95.012,1999,2,2,1,2050.664
FDD57,18.1,1,0.022526293,95.0094,2007,1,2,1,1713.7692
FDO27,6.175,2,0.066832653,94.9752,2002,1,2,1,1534.0032
FDY57,20.2,2,0.121442754,94.9752,1999,2,2,1,1342.2528
FDX27,20.7,3,0.114294512,94.9436,1999,2,2,1,1229.0668
FDA50,16.25,1,0.087668236,94.941,2007,1,2,1,1737.738
NCR41,17.85,1,0.018125948,94.9094,2007,1,2,1,761.6752
FDB32,12.7666179,1,0.023339367,94.8778,1985,2,2,3,4036.7454
FDO23,12.7666179,1,0.25637539,94.8436,1985,1,1,4,567.2616
FDZ21,17.6,2,0.065649353,94.841,1998,1,2,4,193.082
NCT54,8.695,1,0.120022543,94.8094,2009,2,2,2,1428.141
FDB32,20.6,1,0.023585598,94.7778,2007,1,2,1,1314.2892
FDA11,12.76177283,1,0.043029436,94.7436,1985,2,2,3,1701.7848
FDL40,12.76177283,1,0.011556919,94.741,1985,2,2,3,1641.197
FDM46,7.365,1,0.160292264,94.712,2002,1,2,1,932.12
FDM46,7.365,1,0.159967845,94.712,1997,1,2,1,1304.968
NCT54,8.695,1,0.119436131,94.7094,1987,3,2,1,1047.3034
DRK01,7.63,1,0.061409711,94.6436,2007,1,2,1,1607.2412
NCS17,12.7730678,1,0.080111611,94.6436,1985,2,2,3,4065.3748
FDZ21,17.6,2,0.03928284,94.641,1999,2,2,1,2799.689
FDB14,20.25,2,0.103142373,94.612,2009,2,2,2,652.484
FDY57,20.2,2,0.121254236,94.5752,1997,1,2,1,1821.6288
FDR58,12.76190153,1,0.041718456,94.5462,1985,2,2,3,2868.9322
FDL40,17.7,1,0.011636708,94.541,2002,1,2,1,1061.951
FDE02,8.71,1,0.121936216,94.4778,2007,1,2,1,2628.5784
FDB32,20.6,1,0.039255412,94.4778,1998,1,2,4,93.8778
FDX24,12.75695578,1,0.013861607,94.4462,1985,2,2,3,2036.0164
FDX23,6.445,1,0.029667053,94.4436,1987,3,2,1,1134.5232
DRE25,12.76053602,1,0.072928316,94.412,1985,2,2,3,1304.968
FDC50,15.85,1,0.13727,94.4094,2007,1,2,1,1904.188
FDC50,15.85,1,0.136774734,94.4094,2002,1,2,1,1428.141
FDK16,9.065,1,0.115233813,94.4094,1987,3,2,1,2856.282
FDO27,6.175,2,0.179077475,94.3752,1997,1,2,1,1342.2528
FDY59,8.195,1,0.031452265,94.3462,1999,2,2,1,925.462
FDX27,20.7,2,0.114581955,94.3436,2009,2,2,2,945.436
FDA11,7.75,1,0.043483398,94.3436,2007,1,2,1,2363.59
FDO23,12.7638041,1,0.14571827,94.3436,1985,2,2,3,2269.0464
FDB14,20.25,2,0.102704495,94.312,2004,1,2,1,2982.784
FDU24,12.75953846,2,0.139484292,94.312,1985,2,2,3,2516.724
FDU24,6.78,3,0.140163038,94.212,1997,1,2,1,1025.332
DRN36,15.2,1,0.050279604,94.1752,2002,1,2,1,2109.2544
FDO27,6.175,2,0.179355893,94.1752,1999,2,2,1,575.2512
FDX24,8.355,1,0.013929059,94.1462,1997,1,2,1,2221.1088
NCG43,20.2,1,0.066433798,94.1462,1997,1,2,1,832.9158
FDX23,6.445,1,0.029859711,94.1436,2007,1,2,1,1418.154
FDD45,8.615,1,0.116484721,94.1436,2002,1,2,1,1134.5232
FDO23,17.85,1,0.146305498,94.1436,1987,3,2,1,1607.2412
FDD45,8.615,1,0.116152226,94.1436,1987,3,2,1,1512.6976
FDR07,12.76904639,1,0.136119549,94.1094,1985,1,1,4,190.4188
