person,tot,time,role,dialogue
ROMNEY,111.2,time 3,candidate,The commanders and the generals there are on track to do so.
ROMNEY,111.3,time 3,candidate,We've seen progress over the past several years.
ROMNEY,111.4,time 3,candidate,The surge has been successful and the training program is proceeding apace.
ROMNEY,111.5,time 3,candidate,"There are now a large number of Afghan Security Forces, three hundred fifty thousand that are ready to step in to provide security and we're going to be able to make that transition by the end of two thousand fourteen."
ROMNEY,111.6,time 3,candidate,So our troops will come home at that point.
ROMNEY,111.7,time 3,candidate,"I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan."
ROMNEY,111.8,time 3,candidate,And I say that because I know a lot of people that feel like we should just brush our hands and walk away.
ROMNEY,111.9,time 3,candidate,"And I don't mean you, Mister President, but some people in the in our nation feel that Pakistan is being nice to us, and that we should walk away fro mthem."
ROMNEY,113.1,time 2,candidate,I'd just note that I don't believe that bureaucrats in Washington should tell someone whether they can use contraceptives or not.
ROMNEY,113.2,time 2,candidate,And I don't believe employers should tell someone whether they could have contraceptive care of not.
ROMNEY,113.3,time 2,candidate,Every woman in America should have access to contraceptives.
ROMNEY,113.4,time 2,candidate,And and the and the president's statement of my policy is completely and totally wrong.
ROMNEY,115.1,time 2,candidate,Let me come back and and answer your question.
ROMNEY,115.1,time 2,candidate,President Bush didn't.
ROMNEY,115.1,time 3,candidate,"No, it's not time to divorce a nation on Earth that has one hundred nuclear weapons and is on the way to double that at some point, a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network."
ROMNEY,115.1,time 3,candidate,We we had to go into Pakistan.
ROMNEY,115.11,time 2,candidate,"President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years."
ROMNEY,115.11,time 3,candidate,We had to go in there to get Osama bin Laden.
ROMNEY,115.12,time 2,candidate,"He was right, but then he put in place deficits twice that size for every one of his four years."
ROMNEY,115.12,time 3,candidate,That was the right thing to do.
ROMNEY,115.13,time 2,candidate,"And his forecast for the next four years is more deficits, almost that large."
ROMNEY,115.13,time 3,candidate,"And and that upset them, but obviously there was a great deal of anger even before that."
ROMNEY,115.14,time 2,candidate,So that's the next area I'm different than President Bush.
ROMNEY,115.14,time 3,candidate,But we're going to have to work with the with the people in Pakistan to try and help them move to a more responsible course than the one that they're on.
ROMNEY,115.15,time 2,candidate,"And then let's take the last one, championing small business."
ROMNEY,115.15,time 3,candidate,And it's important for them.
ROMNEY,115.16,time 2,candidate,Our party has been focused too long.
ROMNEY,115.16,time 3,candidate,It's important for the nuclear weapons.
ROMNEY,115.17,time 2,candidate,I came through small business.
ROMNEY,115.17,time 3,candidate,It's important for the success of Afghanistan.
ROMNEY,115.18,time 2,candidate,I understand how hard it is to start a small business.
ROMNEY,115.18,time 3,candidate,"Because inside Pakistan, you have a a large group of Pashtun that are that are Taliban."
ROMNEY,115.19,time 2,candidate,That's why everything I'll do is designed to help small businesses grow and add jobs.
ROMNEY,115.19,time 3,candidate,They're going to come rushing back in to Afghanistan when we go.
ROMNEY,115.2,time 2,candidate,President Bush and I are are different people and these are different times and that's why my five point plan is so different than what he would have done.
ROMNEY,115.2,time 2,candidate,I want to keep their taxes down on small business.
ROMNEY,115.2,time 3,candidate,It's a nation that's not like like others and it does not have a civilian leadership that is calling the shots there.
ROMNEY,115.2,time 3,candidate,And that's one of the reasons the Afghan Security Forces have so much work to do to be able to fight against that.
ROMNEY,115.21,time 2,candidate,"I want regulators to see their job as encouraging small enterprise, not crushing it."
ROMNEY,115.21,time 3,candidate,But it's important for us to recognize that we can't just walk away from Pakistan.
ROMNEY,115.22,time 2,candidate,"And the thing I find the most troubling about Obama Care, well it's a long list, but one of the things I find most troubling is that when you go out and talk to small businesses and ask them what they think about it, they tell you it keeps them from hiring more people."
ROMNEY,115.22,time 3,candidate,"But we do need to make sure that as we as we send support for them, that this is tied to them making progress on on matters that would lead them to becoming a civil society."
ROMNEY,115.23,time 2,candidate,My priority is jobs.
ROMNEY,115.24,time 2,candidate,I know how to make that happen.
ROMNEY,115.25,time 2,candidate,And President Bush has a very different path for a very different time.
ROMNEY,115.26,time 2,candidate,My path is designed in getting small businesses to grow and hire people.
ROMNEY,115.3,time 2,candidate,"I mean for instance, we can now, by virtue of new technology actually get all the energy we need in North America without having to go to the the Arabs or the Venezuelans or anyone else."
ROMNEY,115.3,time 3,candidate,"You have the ISI, their intelligence organization, is probably the most powerful of the of three branches there."
ROMNEY,115.4,time 2,candidate,"That wasn't true in his time, that's why my policy starts with a very robust policy to get all that energy in North America become energy secure."
ROMNEY,115.4,time 3,candidate,Then you have the military and then you have the civilian government.
ROMNEY,115.5,time 2,candidate,"Number two, trade I'll crack down on China, President Bush didn't."
ROMNEY,115.5,time 3,candidate,"This is a nation, which, if it falls apart, if it if it becomes a failed state, there are nuclear weapons there and you've got you've got terrorists there who could grab their their hands onto those nuclear weapons."
ROMNEY,115.6,time 2,candidate,I'm also going to dramatically expand trade in Latin America.
ROMNEY,115.6,time 3,candidate,This is this is an important part of the world for us.
ROMNEY,115.7,time 2,candidate,It's been growing about twelve percent per year over a long period of time.
ROMNEY,115.7,time 3,candidate,"Pakistan is is technically an ally, and they're not acting very much like an ally right now."
ROMNEY,115.8,time 2,candidate,I want to add more free trade agreements so we'll have more trade.
ROMNEY,115.8,time 3,candidate,But we have some work to do.
ROMNEY,115.9,time 2,candidate,"Number three, I'm going to get us to a balanced budget."
ROMNEY,115.9,time 3,candidate,And I I don't blame the administration for the fact that the relationship with Pakistan is strained.
ROMNEY,117.1,time 3,candidate,Well I believe we should use any and all means necessary to take out people who pose a threat to us and our friends around the world.
ROMNEY,117.1,time 3,candidate,Yes.
ROMNEY,117.11,time 3,candidate,"Is is al Qaida on he run, on its heels?"
ROMNEY,117.12,time 3,candidate,No.
ROMNEY,117.13,time 3,candidate,Is are Israel and the Palestinians closer to reaching a peace agreement?
ROMNEY,117.14,time 3,candidate,"No, they haven't had talks in two years."
ROMNEY,117.15,time 3,candidate,"We have not seen the progress we need to have, and I'm convinced that with strong leadership and an effort to build a strategy based upon helping these nations reject extremism, we can see the kind of peace and prosperity the world demands."
ROMNEY,117.2,time 3,candidate,"And it's widely reported that drones are being used in drone strikes, and I support that and entirely, and feel the president was right to up the usage of that technology, and believe that we should continue to use it, to continue to go after the people that represent a threat to this nation and to our friends."
ROMNEY,117.3,time 3,candidate,"But let me also note that as I said earlier, we're going to have to do more than just going after leaders and and killing bad guys, important as that is."
ROMNEY,117.4,time 3,candidate,We're also going to have to have a farm more effective and comprehensive strategy to help move the world away from terror and Islamic extremism.
ROMNEY,117.5,time 3,candidate,We haven't done that yet.
ROMNEY,117.6,time 3,candidate,"We talk a lot about these things, but you look at the the record, you look at the record."
ROMNEY,117.7,time 3,candidate,You look at the record of the last four years and say is Iran closer to a bomb?
ROMNEY,117.8,time 3,candidate,Yes.
ROMNEY,117.9,time 3,candidate,Is the Middle East in tumult?
ROMNEY,122.1,time 3,candidate,"Well, first of all, it's not government that makes business successful."
ROMNEY,122.1,time 3,candidate,And so we can be a partner with China.
ROMNEY,122.11,time 3,candidate,"We don't have to be an adversary in any way, shape or form."
ROMNEY,122.12,time 3,candidate,"We can work with them, we can collaborate with them, if they're willing to be responsible."
ROMNEY,122.13,time 3,candidate,"Now, they look at us and say, Is it a good idea to be with America?"
ROMNEY,122.14,time 3,candidate,How strong are we going to be?
ROMNEY,122.15,time 3,candidate,How strong is our economy?
ROMNEY,122.16,time 3,candidate,"They look at the fact that we owe 'em a trillion dollars and owe other people dollar sixteen trillion in total, including that."
ROMNEY,122.17,time 3,candidate,They look at our our decision to to cut back on our military capabilities.
ROMNEY,122.18,time 3,candidate,A trillion dollars.
ROMNEY,122.19,time 3,candidate,The secretary of defense called these trillion dollars of cuts to our military devastating.
ROMNEY,122.2,time 3,candidate,It's not government investments that makes businesses grow and hire people.
ROMNEY,122.2,time 3,candidate,"It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating."
ROMNEY,122.21,time 3,candidate,"It's not my term, it's the president's own Secretary of Defense, called them devastating."
ROMNEY,122.22,time 3,candidate,"They look at America's commitments around the world and they see what's happening, and they say, well, OK."
ROMNEY,122.23,time 3,candidate,Is America going to be strong?
ROMNEY,122.24,time 3,candidate,"And the answer is, yes, if I'm president, America will be very strong."
ROMNEY,122.25,time 3,candidate,We'll also make sure that we have trade relations with China that work for us.
ROMNEY,122.26,time 3,candidate,"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency."
ROMNEY,122.27,time 3,candidate,It holds down the prices of their goods.
ROMNEY,122.28,time 3,candidate,It means our goods aren't as competitive and we lose jobs.
ROMNEY,122.29,time 3,candidate,That's got to end.
ROMNEY,122.3,time 3,candidate,"Let me also note that the greatest threat that the world faces, the greatest national security threat is a nuclear Iran."
ROMNEY,122.3,time 3,candidate,They're making some progress; they need to make more.
ROMNEY,122.31,time 3,candidate,"That's why on day one, i will label them a currency manipulator, which allows us to apply tariffs where they're taking jobs."
ROMNEY,122.32,time 3,candidate,"They're stealing our intellectual property, our patents, our designs, our technology, hacking into our computers, counterfeiting our goods."
ROMNEY,122.33,time 3,candidate,They have to understand we want to trade with them.
ROMNEY,122.34,time 3,candidate,We want a world that's stable.
ROMNEY,122.35,time 3,candidate,"We like free enterprise, but you got to play by the rules."
ROMNEY,122.4,time 3,candidate,Let's talk about China.
ROMNEY,122.5,time 3,candidate,"China has an interest that's very much like ours in one respect, and that is they want a stable world."
ROMNEY,122.6,time 3,candidate,They don't want war.
ROMNEY,122.7,time 3,candidate,They don't want to see protectionism.
ROMNEY,122.8,time 3,candidate,"They don't want to see the world break out into into various forms of chaos, because they have to they have to manufacture goods and put people to work and they have about twenty thousand twenty million, rather, people coming out of the farms every year coming into the cities, needing jobs."
ROMNEY,122.9,time 3,candidate,So they want the economy to work and the world to be free and open.
ROMNEY,124.1,time 3,candidate,"Well, they sell us about this much stuff every year, and we sell them about this much stuff every year."
ROMNEY,124.1,time 3,candidate,But this can't keep on going.
ROMNEY,124.11,time 3,candidate,"You can't keep on holding down the value of your currency, stealing our intellectual property, counterfeiting our products, selling them around the world, even to the United States."
ROMNEY,124.12,time 3,candidate,"I was with one company that makes valves and and process industries and they said, look, we were we were having some valves coming in that that were broken and we had to repair them under warranty and we looked them and and they had our serial number on them."
ROMNEY,124.13,time 3,candidate,And then we noticed that there was more than one with that same serial number.
ROMNEY,124.14,time 3,candidate,They were counterfeit products being made overseas with the same serial number as a U.
ROMNEY,124.15,time 3,candidate,S.
ROMNEY,124.16,time 3,candidate,"company, the same packaging, these were being sold into our market and around the world as if they were made by the U."
ROMNEY,124.17,time 3,candidate,S.
ROMNEY,124.18,time 3,candidate,competitor.
ROMNEY,124.19,time 3,candidate,This can't go on.
ROMNEY,124.2,time 3,candidate,So it's pretty clear who doesn't want a trade war.
ROMNEY,124.2,time 3,candidate,I want a great relationship with China.
ROMNEY,124.21,time 3,candidate,"China can be our partner, but but that doesn't mean they can just roll all over us and steal our jobs on an unfair basis."
ROMNEY,124.3,time 3,candidate,"And there's one going on right now, which we don't know about it."
ROMNEY,124.4,time 3,candidate,It's a silent one.
ROMNEY,124.5,time 3,candidate,And they're winning.
ROMNEY,124.6,time 3,candidate,"We have enormous trade imbalance with China, and it's worse this year than last year, and it's worse last year than the year before."
ROMNEY,124.7,time 3,candidate,And so we have to understand that we can't just surrender and lose jobs year in and year out.
ROMNEY,124.8,time 3,candidate,"We have to say to our friend in China, look, you guys are playing aggressively."
ROMNEY,124.9,time 3,candidate,We understand it.
ROMNEY,126.1,time 2,candidate,I think you know better.
ROMNEY,126.1,time 2,candidate,I wasn't the one that said five.
ROMNEY,126.1,time 3,candidate,"I just want to take one of those points, again, attacking me as not talking about an agenda for for getting more trade and opening up more jobs in this country."
ROMNEY,126.1,time 3,candidate,auto industry.
ROMNEY,126.11,time 2,candidate,four percent.
ROMNEY,126.11,time 3,candidate,My plan to get the industry on its feet when it was in real trouble was not to start writing checks.
ROMNEY,126.12,time 2,candidate,This was the president's plan.
ROMNEY,126.12,time 3,candidate,It was President Bush that wrote the first checks.
ROMNEY,126.13,time 2,candidate,Didn't get there.
ROMNEY,126.13,time 3,candidate,I disagree with that.
ROMNEY,126.14,time 2,candidate,"He said he would have by now put forward a plan to reform Medicare and Social Security, because he pointed out they're on the road to bankruptcy."
ROMNEY,126.14,time 3,candidate,I said they need these companies need to go through a managed bankruptcy.
ROMNEY,126.15,time 2,candidate,He would reform them.
ROMNEY,126.15,time 3,candidate,"And in that process, they can get government help and government guarantees, but they need to go through bankruptcy to get rid of excess cost and the debt burden that they'd they'd built up."
ROMNEY,126.16,time 2,candidate,He'd get that done.
ROMNEY,126.16,time 3,candidate,And fortunately|
ROMNEY,126.17,time 2,candidate,He hasn't even made a proposal on either one.
ROMNEY,126.18,time 2,candidate,He said in his first year he'd put out an immigration plan that would deal with our immigration challenges.
ROMNEY,126.19,time 2,candidate,Didn't even file it.
ROMNEY,126.2,time 2,candidate,I think you know that these last four years haven't been so good as the president just described and that you don't feel like your confident that the next four years are going to be much better either.
ROMNEY,126.2,time 2,candidate,This is a president who has not been able to do what he said he'd do.
ROMNEY,126.2,time 3,candidate,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.
ROMNEY,126.21,time 2,candidate,He said that he'd cut in half the deficit.
ROMNEY,126.22,time 2,candidate,He hasn't done that either.
ROMNEY,126.23,time 2,candidate,"In fact, he doubled it."
ROMNEY,126.24,time 2,candidate,He said that by now middle income families would have a reduction in their health insurance premiums by dollar two thousand five hundred a year.
ROMNEY,126.25,time 2,candidate,It's gone up by dollar two thousand five hundred a year.
ROMNEY,126.26,time 2,candidate,"And if Obamacare is passed, or implemented it's already been passed if it's implemented fully, it'll be another dollar two thousand five hundred on top."
ROMNEY,126.27,time 2,candidate,The middle class is getting crushed under the policies of a president who has not understood what it takes to get the economy working again.
ROMNEY,126.28,time 2,candidate,"He keeps saying, Look, I've created five million jobs."
ROMNEY,126.29,time 2,candidate,That's after losing five million jobs.
ROMNEY,126.3,time 2,candidate,"I can tell you that if you were to elect President Obama, you know what you're going to get."
ROMNEY,126.3,time 2,candidate,The entire record is such that the unemployment has not been reduced in this country.
ROMNEY,126.3,time 3,candidate,Nothing could be further from the truth.
ROMNEY,126.31,time 2,candidate,"The unemployment, the number of people who are still looking for work, is still twenty three million Americans."
ROMNEY,126.32,time 2,candidate,"There are more people in poverty, one out of six people in poverty."
ROMNEY,126.33,time 2,candidate,How about food stamps?
ROMNEY,126.34,time 2,candidate,"When he took office, thirty two million people were on food stamps."
ROMNEY,126.35,time 2,candidate,"Today, forty seven million people are on food stamps."
ROMNEY,126.36,time 2,candidate,How about the growth of the economy?
ROMNEY,126.37,time 2,candidate,"It's growing more slowly this year than last year, and more slowly last year than the year before."
ROMNEY,126.38,time 2,candidate,The president wants to do well.
ROMNEY,126.39,time 2,candidate,I understand.
ROMNEY,126.4,time 2,candidate,You're going to get a repeat of the last four years.
ROMNEY,126.4,time 2,candidate,"But the policies he's put in place from Obamacare to Dodd Frank to his tax policies to his regulatory policies, these policies combined have not let this economy take off and grow like it could have."
ROMNEY,126.4,time 3,candidate,I'm a son of Detroit.
ROMNEY,126.41,time 2,candidate,"You might say, Well, you got an example of one that worked better?"
ROMNEY,126.42,time 2,candidate,"Yeah, in the Reagan recession where unemployment hit ten."
ROMNEY,126.43,time 2,candidate,"eight percent, between that period the end of that recession and the equivalent of time to today, Ronald Reagan's recovery created twice as many jobs as this president's recovery."
ROMNEY,126.44,time 2,candidate,Five million jobs doesn't even keep up with our population growth.
ROMNEY,126.45,time 2,candidate,And the only reason the unemployment rate seems a little lower today is because of all the people that have dropped out of the workforce.
ROMNEY,126.46,time 2,candidate,"The president has tried, but his policies haven't worked."
ROMNEY,126.47,time 2,candidate,He's great as a as a as a speaker and describing his plans and his vision.
ROMNEY,126.48,time 2,candidate,"That's wonderful, except we have a record to look at."
ROMNEY,126.49,time 2,candidate,"And that record shows he just hasn't been able to cut the deficit, to put in place reforms for Medicare and Social Security to preserve them, to get us the rising incomes we need."
ROMNEY,126.5,time 2,candidate,We just can't afford four more years like the last four years.
ROMNEY,126.5,time 2,candidate,Median income is down dollar four thousand three hundred a family and twenty three million Americans out of work.
ROMNEY,126.5,time 3,candidate,I was born in Detroit.
ROMNEY,126.51,time 2,candidate,That's what this election is about.
ROMNEY,126.52,time 2,candidate,It's about who can get the middle class in this country a bright and prosperous future and assure our kids the kind of hope and optimism they deserve.
ROMNEY,126.6,time 2,candidate,He said that by now we'd have unemployment at five.
ROMNEY,126.6,time 3,candidate,My dad was head of a car company.
ROMNEY,126.7,time 2,candidate,four percent.
ROMNEY,126.7,time 3,candidate,I like American cars.
ROMNEY,126.8,time 2,candidate,The difference between where it is and five.
ROMNEY,126.8,time 3,candidate,And I would do nothing to hurt the U.
ROMNEY,126.9,time 2,candidate,four percent is nine million Americans without work.
ROMNEY,126.9,time 3,candidate,S.
ROMNEY,128.1,time 3,candidate,You can take a look at the op ed|
ROMNEY,130.1,time 2,candidate,Is it Loraina?
ROMNEY,130.1,time 3,candidate,"I said that we would provide guarantees, and and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy."
ROMNEY,130.2,time 3,candidate,Under no circumstances would I do anything other than to help this industry get on its feet.
ROMNEY,130.3,time 3,candidate,"And the idea that has been suggested that I would liquidate the industry, of course not."
ROMNEY,130.4,time 3,candidate,Of course not.
ROMNEY,132.1,time 2,candidate,Lorraine?
ROMNEY,132.1,time 3,candidate,That's the height of silliness|
ROMNEY,134.1,time 2,candidate,Lorraine.
ROMNEY,134.1,time 3,candidate,I have never said I would liquidate|
ROMNEY,136.1,time 2,candidate,"Good, thanks."
ROMNEY,136.1,time 3,candidate,I would liquidate the industry.
ROMNEY,138.1,time 2,candidate,Thank you.
ROMNEY,138.1,time 2,candidate,We welcome legal immigrants into this country.
ROMNEY,138.1,time 3,candidate,and and that's why I have the kind of commitment to ensure that our industries in this country can compete and be successful.
ROMNEY,138.1,time 3,candidate,But investing in companies?
ROMNEY,138.11,time 2,candidate,I want our legal system to work better.
ROMNEY,138.11,time 3,candidate,Absolutely not.
ROMNEY,138.12,time 2,candidate,I want it to be streamlined.
ROMNEY,138.13,time 2,candidate,I want it to be clearer.
ROMNEY,138.14,time 2,candidate,I don't think you have to shouldn't have to hire a lawyer to figure out how to get into this country legally.
ROMNEY,138.15,time 2,candidate,"I also think that we should give visas to people green cards, rather, to people who graduate with skills that we need."
ROMNEY,138.16,time 2,candidate,"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U."
ROMNEY,138.17,time 2,candidate,S.
ROMNEY,138.18,time 2,candidate,of A.
ROMNEY,138.19,time 2,candidate,We should make sure our legal system works.
ROMNEY,138.2,time 2,candidate,Lorraine?
ROMNEY,138.2,time 2,candidate,"Number two, we're going to have to stop illegal immigration."
ROMNEY,138.2,time 3,candidate,"We in this country can can compete successfully with anyone in the world, and we're going to."
ROMNEY,138.21,time 2,candidate,There are four million people who are waiting in line to get here legally.
ROMNEY,138.22,time 2,candidate,Those who've come here illegally take their place.
ROMNEY,138.23,time 2,candidate,So I will not grant amnesty to those who have come here illegally.
ROMNEY,138.24,time 2,candidate,What I will do is I'll put in place an employment verification system and make sure that employers that hire people who have come here illegally are sanctioned for doing so.
ROMNEY,138.25,time 2,candidate,I won't put in place magnets for people coming here illegally.
ROMNEY,138.26,time 2,candidate,"So for instance, I would not give driver's licenses to those that have come here illegally as the president would."
ROMNEY,138.27,time 2,candidate,"The kids of those that came here illegally, those kids, I think, should have a pathway to become a permanent resident of the United States and military service, for instance, is one way they would have that kind of pathway to become a permanent resident."
ROMNEY,138.28,time 2,candidate,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation he'd file a bill in his first year that would reform our our immigration system, protect legal immigration, stop illegal immigration."
ROMNEY,138.29,time 2,candidate,He didn't do it.
ROMNEY,138.3,time 2,candidate,Did I get that right?
ROMNEY,138.3,time 2,candidate,"He had a Democrat House, a Democrat Senate, super majority in both Houses."
ROMNEY,138.3,time 3,candidate,"We're going to have to have a president, however, that doesn't think that somehow the government investing in in car companies like Tesla and and Fisker, making electric battery cars."
ROMNEY,138.31,time 2,candidate,Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today?
ROMNEY,138.32,time 2,candidate,What's a question I think the the president will have a chance to answer right now.
ROMNEY,138.4,time 2,candidate,Good.
ROMNEY,138.4,time 3,candidate,"This is not research, Mr President, these are the government investing in companies."
ROMNEY,138.5,time 2,candidate,Thank you for your question.
ROMNEY,138.5,time 3,candidate,Investing in Solyndra.
ROMNEY,138.6,time 2,candidate,And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.
ROMNEY,138.6,time 3,candidate,"This is a company, this isn't basic research."
ROMNEY,138.7,time 2,candidate,"But first of all, this is a nation of immigrants."
ROMNEY,138.7,time 3,candidate,I I want to invest in research.
ROMNEY,138.8,time 2,candidate,We welcome people coming to this country as immigrants.
ROMNEY,138.8,time 3,candidate,Research is great.
ROMNEY,138.9,time 2,candidate,My dad was born in Mexico of American parents; Ann's dad was born in Wales and is a first generation American.
ROMNEY,138.9,time 3,candidate,Providing funding to universities and think tanks is great.
ROMNEY,140.1,time 3,candidate,That's the wrong way to go.
ROMNEY,141.1,time 2,candidate,Yes.
ROMNEY,142.1,time 3,candidate,I'm still speaking.
ROMNEY,142.2,time 3,candidate,So I want to make sure that we make we make America more competitive.
ROMNEY,143.1,time 2,candidate,"No, let let let me go back and speak to the points that the president made and and and let's get them correct."
ROMNEY,143.1,time 2,candidate,He said the standard bearer wasn't for it.
ROMNEY,143.11,time 2,candidate,"I'm glad you thought I was a standard bearer four years ago, but I wasn't."
ROMNEY,143.12,time 2,candidate,Four years ago you said in your first year you would file legislation.
ROMNEY,143.13,time 2,candidate,"In his first year, I was just getting licking my wounds from having been beaten by John McCain, all right."
ROMNEY,143.14,time 2,candidate,I was not the standard bearer.
ROMNEY,143.15,time 2,candidate,My my view is that this president should have honored his promise to do as he said.
ROMNEY,143.16,time 2,candidate,"Now, let me mention one other thing, and that is self deportation says let people make their own choice."
ROMNEY,143.17,time 2,candidate,"What I was saying is, we're not going to round up twelve million people, undocumented illegals, and take them out of the nation."
ROMNEY,143.18,time 2,candidate,Instead let people make their own choice.
ROMNEY,143.19,time 2,candidate,"And if they if they find that that they can't get the benefits here that they want and they can't and they can't find the job they want, then they'll make a decision to go a place where where they have better opportunities."
ROMNEY,143.2,time 2,candidate,I did not say that the Arizona law was a model for the nation in that aspect.
ROMNEY,143.2,time 2,candidate,But I'm not in favor of rounding up people and and and taking them out of this country.
ROMNEY,143.21,time 2,candidate,"I am in favor, as the president has said, and I agree with him, which is that if people have committed crimes we got to get them out of this country."
ROMNEY,143.22,time 2,candidate,Let me mention something else the president said.
ROMNEY,143.23,time 2,candidate,"It was a moment ago and I didn't get a chance to, when he was describing Chinese investments and so forth."
ROMNEY,143.3,time 2,candidate,"I said that the E Verify portion of the Arizona law, which is which is the portion of the law which says that employers could be able to determine whether someone is here illegally or not illegally, that that was a model for the nation."
ROMNEY,143.4,time 2,candidate,That's number one.
ROMNEY,143.5,time 2,candidate,"Number two, I asked the president a question I think Hispanics and immigrants all over the nation have asked."
ROMNEY,143.6,time 2,candidate,He was asked this on Univision the other day.
ROMNEY,143.7,time 2,candidate,"Why, when you said you'd filed legislation in your first year didn't you do it?"
ROMNEY,143.8,time 2,candidate,And he didn't answer.
ROMNEY,143.9,time 2,candidate,He he doesn't answer that question.
ROMNEY,144.1,time 3,candidate,"And that we do those things that make America the most attractive place in the world for entrepreneurs, innovators, businesses to grow."
ROMNEY,144.2,time 3,candidate,But you're investing in companies doesn't do that.
ROMNEY,144.3,time 3,candidate,In fact it makes it less likely for them to come here|
ROMNEY,145.1,time 2,candidate,"Mister President, I'm still speaking."
ROMNEY,145.2,time 2,candidate,"Mister President, let me finish."
ROMNEY,145.3,time 2,candidate,I've gotta continue.
ROMNEY,146.1,time 3,candidate,because the private sector's not going to invest in a|
ROMNEY,147.1,time 2,candidate,Just going to make a point.
ROMNEY,147.2,time 2,candidate,Any investments I have over the last eight years have been managed by a blind trust.
ROMNEY,147.3,time 2,candidate,"And I understand they do include investments outside the United States, including in in Chinese companies."
ROMNEY,147.4,time 2,candidate,"Mister President, have you looked at your pension?"
ROMNEY,147.5,time 2,candidate,Have you looked at your pension?
ROMNEY,148.1,time 3,candidate,company|
ROMNEY,149.1,time 2,candidate,"Mister President, have you looked at your pension?"
ROMNEY,150.1,time 3,candidate,if if you're|
ROMNEY,151.1,time 2,candidate,"Well, let me give you some advice."
ROMNEY,152.1,time 3,candidate,get someone else's.
ROMNEY,153.1,time 2,candidate,Let me give you some advice.
ROMNEY,153.2,time 2,candidate,Look at your pension.
ROMNEY,153.3,time 2,candidate,You also have investments in Chinese companies.
ROMNEY,153.4,time 2,candidate,You also have investments outside the United States.
ROMNEY,153.5,time 2,candidate,You also have investments through a Cayman's trust.
ROMNEY,154.1,time 3,candidate,You're wrong|
ROMNEY,156.1,time 3,candidate,you're wrong.
ROMNEY,158.1,time 2,candidate,I'll get it done.
ROMNEY,158.1,time 3,candidate,"People can look it up, you're right."
ROMNEY,158.2,time 2,candidate,I'll get it done.
ROMNEY,158.3,time 2,candidate,First year|
ROMNEY,160.1,time 3,candidate,Good.
ROMNEY,162.1,time 3,candidate,"I couldn't agree more about going forward, but I certainly don't want to go back to the policies of the last four years."
ROMNEY,162.1,time 3,candidate,We're nine million jobs short of that.
ROMNEY,162.11,time 3,candidate,I've met some of those people.
ROMNEY,162.12,time 3,candidate,"I've met them in Appleton, Wisconsin."
ROMNEY,162.13,time 3,candidate,"I met a young woman in in Philadelphia who's coming out of out of college, can't find work."
ROMNEY,162.14,time 3,candidate,I've been Ann was with someone just the other day that was just weeping about not being able to get work.
ROMNEY,162.15,time 3,candidate,"It's just a tragedy in a nation so prosperous as ours, that the last four years have been so hard."
ROMNEY,162.16,time 3,candidate,"And that's why it's so critical, that we make America once again the most attractive place in the world to start businesses, to build jobs, to grow the economy."
ROMNEY,162.17,time 3,candidate,And that's not going to happen by just hiring teachers.
ROMNEY,162.18,time 3,candidate,"Look, I love to I love teachers, and I'm happy to have states and communities that want to hire teachers do that."
ROMNEY,162.19,time 3,candidate,"By the way, I don't like to have the federal government start pushing its weight deeper and deeper into our schools."
ROMNEY,162.2,time 3,candidate,"The policies of the last four years have seen incomes in America decline every year for middle income families, now down dollar four thousand three hundred during your term."
ROMNEY,162.2,time 3,candidate,Let the states and localities do that.
ROMNEY,162.21,time 3,candidate,I was a governor.
ROMNEY,162.22,time 3,candidate,The federal government didn't hire our teachers.
ROMNEY,162.23,time 3,candidate,But I love teachers.
ROMNEY,162.24,time 3,candidate,But I want to get our private sector growing and I know how to do it.
ROMNEY,162.3,time 3,candidate,Twenty three million Americans still struggling to find a good job.
ROMNEY,162.4,time 3,candidate,When you came to office thirty two million people on food stamps.
ROMNEY,162.5,time 3,candidate,"Today, forty seven million people on food stamps."
ROMNEY,162.6,time 3,candidate,"When you came to office, just over dollar ten trillion in debt, now dollar sixteen trillion in debt."
ROMNEY,162.7,time 3,candidate,It hasn't worked.
ROMNEY,162.8,time 3,candidate,You said by now we'd be at five.
ROMNEY,162.9,time 3,candidate,four percent unemployment.
ROMNEY,166.1,time 3,candidate,Thank you.
ROMNEY,166.1,time 3,candidate,I also want to make sure that we get this economy going.
ROMNEY,166.11,time 3,candidate,And there are two very different paths the country can take.
ROMNEY,166.12,time 3,candidate,"One is a path represented by the president, which at the end of four years would mean we'd have dollar twenty trillion in debt heading towards Greece."
